Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Reliable Google Cloud Infrastructure: Design and Process,Beginner,4.7,https://www.coursera.org/learn/cloud-infrastructure-design-process,Cloud & DevOps,google cloud platform cloud platforms cloud computing process security cloud infrastructure deployment environment site reliability engineering architecture reliability engineering information-technology cloud-computing
Visual Machine Learning with Yellowbrick,Beginner,4.7,https://www.coursera.org/learn/machine-learning-visualization,Data Science & ML,algorithm selection algorithms randomness hyperparameter opaque pointer random forest regression machine learning python programming linearity data-science machine-learning
Create a Memory Puzzle Game in Python Using Pygame,Beginner,4.3,https://www.coursera.org/learn/create-memory-puzzle-game-in-python-using-pygame,Data Science & ML,mod (video gaming) project pygame graphic design logic python programming logic gate computer programming euler's totient function c dynamic memory allocation computer-science software-development
"Responsive Website Basics: Code with HTML, CSS, and JavaScript",Intermediate,4.5,https://www.coursera.org/learn/website-coding,Web Development,jquery web html and css responsive web design javascript web development css web design html5 html computer-science mobile-and-web-development
Automating Real-World Tasks with Python,Advanced,4.7,https://www.coursera.org/learn/automating-real-world-tasks-python,Cloud & DevOps,test automation google cloud platform build automation computer programming github software cloud computing web portable document format python programming information-technology cloud-computing
Fundamentals of Visualization with Tableau,Beginner,4.4,https://www.coursera.org/learn/data-visualization-tableau,Data Science & ML,presentation visualization (computer graphics) tableau software analysis data analysis sources storytelling software computer graphics data visualization data-science data-analysis
Building Modern Java Applications on AWS,Advanced,4.0,https://www.coursera.org/learn/building-modern-java-applications-on-aws,Cloud & DevOps,application programming interfaces mathematical optimization euler's totient function https kubernetes command-line interface event-driven architecture modeling benefits amazon web services information-technology cloud-computing
Introduction to Cloud Identity,Beginner,4.5,https://www.coursera.org/learn/cloud-identity,Cybersecurity,cloud management cloud computing security assertion markup language leadership and management cloud applications user (computing) identity management software as a service security cloud computing security information-technology cloud-computing
Creating Custom Callbacks in Keras,Beginner,4.7,https://www.coursera.org/learn/custom-callbacks-keras,Data Science & ML,callback (computer programming) keras mathematical optimization tensorflow internet machine learning python programming euler's totient function project graphs data-science machine-learning
Python Programming: A Concise Introduction,Advanced,4.6,https://www.coursera.org/learn/python-programming-introduction,Data Science & ML,python programming databases ipython language syntax semantics computer programming python libraries problem solving python syntax and semantics computer-science software-development
